sp|Q9JLG8|CAN15_MOUSE,0.550496512062,2.5924542836710884,0.36393659180977544,1
sp|Q91VJ2|CAVN3_MOUSE,0.0001335297212027014,38.74422057729724,0.001072961373390558,1
sp|Q8VDN2|AT1A1_MOUSE,1.2263595545083798e-38,140.0,0.001072961373390558,1
sp|P63094|GNAS2_MOUSE,0.08593612632545633,10.65824226558449,0.08038392321535692,1
sp|Q04447|KCRB_MOUSE,2.3163531259202253e-20,139.99998994021783,0.001072961373390558,1
rev_sp|Q9JIL4|NHRF3_MOUSE,0.849348081163,0.7091429002953421,0.5885072655217966,-1
sp|P61089|UBE2N_MOUSE,9.86342468102731e-07,60.05972263025257,0.001072961373390558,1
rev_sp|Q7TT23|DAAF9_MOUSE,0.521683,2.8259331533145127,0.34556050737058625,-1
rev_sp|P70429|EVL_MOUSE,0.194965,7.100433459254596,0.13942307692307693,-1
rev_sp|O70566|DIAP2_MOUSE,0.276121654027299,5.588995337598229,0.18665377176015474,-1
sp|Q9DBU6|RSRC1_MOUSE,0.924791,0.33956405425873226,0.6527300496372661,1
rev_sp|Q3V2A7|QRIC2_MOUSE,0.935896,0.28772408885352585,0.6613687359760658,-1
sp|P29351|PTN6_MOUSE,0.00134372903842391,28.71688297485242,0.001072961373390558,1
rev_sp|Q9QXZ0|MACF1_MOUSE,0.0027454455660222764,25.613871626288596,0.0036496350364963502,-1
sp|Q3B7Z2|OSBP1_MOUSE,5.535809568305575e-06,52.56818857227862,0.001072961373390558,1
sp|Q9CZD3|GARS_MOUSE,1.0629481039217994e-11,109.73079555057942,0.001072961373390558,1
rev_sp|Q9D826|SOX_MOUSE,0.33584,4.738675787616618,0.22212189616252823,-1
rev_sp|Q5U3K5|RABL6_MOUSE,0.679024,1.6811487537580618,0.4613894270689178,-1
sp|O76014|KRT37_HUMAN,0.7063715891167749,1.5096677678317674,0.4818791946308725,1
sp|O76015|KRT38_HUMAN,0.7107323517225688,1.4829391552026103,0.4865225513744329,1
sp|Q62261|SPTB2_MOUSE,2.5534240668736623e-49,140.0,0.001072961373390558,1
rev_sp|Q9D067|MDM1_MOUSE,0.351382029186,4.5422045349788,0.23409893992932862,-1
rev_sp|Q4QY64|ATAD5_MOUSE,0.42218242768752,3.744998470993247,0.2823293172690763,-1
rev_sp|Q8VDS7|CE57L_MOUSE,0.42555466173,3.710446476522136,0.2843488649940263,-1
sp|Q922B2|SYDC_MOUSE,1.0363145549066914e-15,139.57175929838974,0.001072961373390558,1
sp|Q9DBR7|MYPT1_MOUSE,0.0051453325488,22.885865510384,0.0036496350364963502,1
rev_sp|Q8C850|SCAR3_MOUSE,0.919042,0.36664641006219856,0.6469454615532858,-1
sp|Q4KMM3|OXR1_MOUSE,0.443289,3.533130453723744,0.29354963306295867,1
